epoch,action,reward,iou_improvement,loss_reduction,efficiency_penalty
117,5,-0.025000,0.000000,0.000000,0.025000
118,3,-0.015000,0.000000,0.000000,0.015000
119,3,-0.015000,0.000000,0.000000,0.015000
120,5,-0.025000,0.000000,0.000000,0.025000
121,2,-0.010000,0.000000,0.000000,0.010000
122,0,0.000000,0.000000,0.000000,0.000000
123,0,0.000000,0.000000,0.000000,0.000000
124,2,-0.010000,0.000000,0.000000,0.010000
125,6,-0.030000,0.000000,0.000000,0.030000
126,2,-0.010000,0.000000,0.000000,0.010000
127,5,-0.025000,0.000000,0.000000,0.025000
128,4,-0.020000,0.000000,0.000000,0.020000
129,1,-0.005000,0.000000,0.000000,0.005000
130,2,-0.010000,0.000000,0.000000,0.010000
131,4,-0.020000,0.000000,0.000000,0.020000
132,4,-0.020000,0.000000,0.000000,0.020000
133,6,-0.030000,0.000000,0.000000,0.030000
134,3,-0.015000,0.000000,0.000000,0.015000
135,2,-0.010000,0.000000,0.000000,0.010000
136,2,-0.010000,0.000000,0.000000,0.010000
137,0,0.000000,0.000000,0.000000,0.000000
138,2,-0.010000,0.000000,0.000000,0.010000
139,5,-0.025000,0.000000,0.000000,0.025000
140,3,-0.015000,0.000000,0.000000,0.015000
141,2,-0.010000,0.000000,0.000000,0.010000
142,2,-0.010000,0.000000,0.000000,0.010000
143,0,0.000000,0.000000,0.000000,0.000000
144,4,-0.020000,0.000000,0.000000,0.020000
145,2,-0.010000,0.000000,0.000000,0.010000
146,3,-0.015000,0.000000,0.000000,0.015000
147,3,-0.015000,0.000000,0.000000,0.015000
148,1,-0.005000,0.000000,0.000000,0.005000
149,2,-0.010000,0.000000,0.000000,0.010000
150,1,-0.005000,0.000000,0.000000,0.005000
151,1,-0.005000,0.000000,0.000000,0.005000
152,6,-0.030000,0.000000,0.000000,0.030000
153,1,-0.005000,0.000000,0.000000,0.005000
154,0,0.000000,0.000000,0.000000,0.000000
155,3,-0.015000,0.000000,0.000000,0.015000
156,2,-0.010000,0.000000,0.000000,0.010000
157,4,-0.020000,0.000000,0.000000,0.020000
158,3,-0.015000,0.000000,0.000000,0.015000
159,5,-0.025000,0.000000,0.000000,0.025000
160,1,-0.005000,0.000000,0.000000,0.005000
161,1,-0.005000,0.000000,0.000000,0.005000
162,1,-0.005000,0.000000,0.000000,0.005000
163,4,-0.020000,0.000000,0.000000,0.020000
164,5,-0.025000,0.000000,0.000000,0.025000
165,5,-0.025000,0.000000,0.000000,0.025000
166,0,0.000000,0.000000,0.000000,0.000000
167,3,-0.015000,0.000000,0.000000,0.015000
168,2,-0.010000,0.000000,0.000000,0.010000
169,1,-0.005000,0.000000,0.000000,0.005000
170,1,-0.005000,0.000000,0.000000,0.005000
171,4,-0.020000,0.000000,0.000000,0.020000
172,2,-0.010000,0.000000,0.000000,0.010000
173,1,-0.005000,0.000000,0.000000,0.005000
174,5,-0.025000,0.000000,0.000000,0.025000
175,6,-0.030000,0.000000,0.000000,0.030000
176,0,0.000000,0.000000,0.000000,0.000000
177,4,-0.020000,0.000000,0.000000,0.020000
178,0,0.000000,0.000000,0.000000,0.000000
179,0,0.000000,0.000000,0.000000,0.000000
180,2,-0.010000,0.000000,0.000000,0.010000
181,2,-0.010000,0.000000,0.000000,0.010000
182,2,-0.010000,0.000000,0.000000,0.010000
183,1,-0.005000,0.000000,0.000000,0.005000
184,3,-0.015000,0.000000,0.000000,0.015000
185,6,-0.030000,0.000000,0.000000,0.030000
186,5,-0.025000,0.000000,0.000000,0.025000
187,5,-0.025000,0.000000,0.000000,0.025000
188,6,-0.030000,0.000000,0.000000,0.030000
189,6,-0.030000,0.000000,0.000000,0.030000
190,2,-0.010000,0.000000,0.000000,0.010000
191,5,-0.025000,0.000000,0.000000,0.025000
192,0,0.000000,0.000000,0.000000,0.000000
193,2,-0.010000,0.000000,0.000000,0.010000
194,0,0.000000,0.000000,0.000000,0.000000
195,2,-0.010000,0.000000,0.000000,0.010000
196,2,-0.010000,0.000000,0.000000,0.010000
197,4,-0.020000,0.000000,0.000000,0.020000
198,0,0.000000,0.000000,0.000000,0.000000
199,5,-0.025000,0.000000,0.000000,0.025000
200,5,-0.025000,0.000000,0.000000,0.025000
201,2,-0.010000,0.000000,0.000000,0.010000
202,2,-0.010000,0.000000,0.000000,0.010000
203,3,-0.015000,0.000000,0.000000,0.015000
204,3,-0.015000,0.000000,0.000000,0.015000
205,2,-0.010000,0.000000,0.000000,0.010000
206,0,0.000000,0.000000,0.000000,0.000000
207,2,-0.010000,0.000000,0.000000,0.010000
208,1,-0.005000,0.000000,0.000000,0.005000
209,3,-0.015000,0.000000,0.000000,0.015000
210,4,-0.020000,0.000000,0.000000,0.020000
211,3,-0.015000,0.000000,0.000000,0.015000
212,1,-0.005000,0.000000,0.000000,0.005000
213,5,-0.025000,0.000000,0.000000,0.025000
214,6,-0.030000,0.000000,0.000000,0.030000
215,1,-0.005000,0.000000,0.000000,0.005000
216,4,-0.020000,0.000000,0.000000,0.020000
217,4,-0.020000,0.000000,0.000000,0.020000
218,2,-0.010000,0.000000,0.000000,0.010000
219,1,-0.005000,0.000000,0.000000,0.005000
220,1,-0.005000,0.000000,0.000000,0.005000
221,6,-0.030000,0.000000,0.000000,0.030000
222,0,0.000000,0.000000,0.000000,0.000000
223,5,-0.025000,0.000000,0.000000,0.025000
224,2,-0.010000,0.000000,0.000000,0.010000
225,4,-0.020000,0.000000,0.000000,0.020000
226,1,-0.005000,0.000000,0.000000,0.005000
227,2,-0.010000,0.000000,0.000000,0.010000
228,3,-0.015000,0.000000,0.000000,0.015000
229,6,-0.030000,0.000000,0.000000,0.030000
230,2,-0.010000,0.000000,0.000000,0.010000
231,4,-0.020000,0.000000,0.000000,0.020000
232,6,-0.030000,0.000000,0.000000,0.030000
233,6,-0.030000,0.000000,0.000000,0.030000
234,3,-0.015000,0.000000,0.000000,0.015000
235,0,0.000000,0.000000,0.000000,0.000000
236,3,-0.015000,0.000000,0.000000,0.015000
237,4,-0.020000,0.000000,0.000000,0.020000
238,3,-0.015000,0.000000,0.000000,0.015000
239,2,-0.010000,0.000000,0.000000,0.010000
240,1,-0.005000,0.000000,0.000000,0.005000
241,1,-0.005000,0.000000,0.000000,0.005000
242,5,-0.025000,0.000000,0.000000,0.025000
243,2,-0.010000,0.000000,0.000000,0.010000
244,6,-0.030000,0.000000,0.000000,0.030000
245,6,-0.030000,0.000000,0.000000,0.030000
246,3,-0.015000,0.000000,0.000000,0.015000
247,3,-0.015000,0.000000,0.000000,0.015000
248,4,-0.020000,0.000000,0.000000,0.020000
249,0,0.000000,0.000000,0.000000,0.000000
250,2,-0.010000,0.000000,0.000000,0.010000
251,1,-0.005000,0.000000,0.000000,0.005000
252,1,-0.005000,0.000000,0.000000,0.005000
253,5,-0.025000,0.000000,0.000000,0.025000
254,6,-0.030000,0.000000,0.000000,0.030000
255,0,0.000000,0.000000,0.000000,0.000000
256,1,-0.005000,0.000000,0.000000,0.005000
257,4,-0.020000,0.000000,0.000000,0.020000
258,3,-0.015000,0.000000,0.000000,0.015000
259,6,-0.030000,0.000000,0.000000,0.030000
260,6,-0.030000,0.000000,0.000000,0.030000
261,2,-0.010000,0.000000,0.000000,0.010000
262,0,0.000000,0.000000,0.000000,0.000000
263,4,-0.020000,0.000000,0.000000,0.020000
264,5,-0.025000,0.000000,0.000000,0.025000
265,5,-0.025000,0.000000,0.000000,0.025000
266,3,-0.015000,0.000000,0.000000,0.015000
267,2,-0.010000,0.000000,0.000000,0.010000
268,2,-0.010000,0.000000,0.000000,0.010000
269,3,-0.015000,0.000000,0.000000,0.015000
270,5,-0.025000,0.000000,0.000000,0.025000
271,2,-0.010000,0.000000,0.000000,0.010000
272,6,-0.030000,0.000000,0.000000,0.030000
273,3,-0.015000,0.000000,0.000000,0.015000
274,3,-0.015000,0.000000,0.000000,0.015000
275,4,-0.020000,0.000000,0.000000,0.020000
276,1,-0.005000,0.000000,0.000000,0.005000
277,0,0.000000,0.000000,0.000000,0.000000
278,1,-0.005000,0.000000,0.000000,0.005000
279,5,-0.025000,0.000000,0.000000,0.025000
280,4,-0.020000,0.000000,0.000000,0.020000
281,2,-0.010000,0.000000,0.000000,0.010000
282,0,0.000000,0.000000,0.000000,0.000000
283,0,0.000000,0.000000,0.000000,0.000000
284,6,-0.030000,0.000000,0.000000,0.030000
285,4,-0.020000,0.000000,0.000000,0.020000
286,4,-0.020000,0.000000,0.000000,0.020000
287,0,0.000000,0.000000,0.000000,0.000000
288,1,-0.005000,0.000000,0.000000,0.005000
289,1,-0.005000,0.000000,0.000000,0.005000
290,6,-0.030000,0.000000,0.000000,0.030000
291,2,-0.010000,0.000000,0.000000,0.010000
292,1,-0.005000,0.000000,0.000000,0.005000
293,5,-0.025000,0.000000,0.000000,0.025000
294,2,-0.010000,0.000000,0.000000,0.010000
295,4,-0.020000,0.000000,0.000000,0.020000
296,4,-0.020000,0.000000,0.000000,0.020000
297,4,-0.020000,0.000000,0.000000,0.020000
298,0,0.000000,0.000000,0.000000,0.000000
299,4,-0.020000,0.000000,0.000000,0.020000
300,6,-0.030000,0.000000,0.000000,0.030000
301,1,-0.005000,0.000000,0.000000,0.005000
302,5,-0.025000,0.000000,0.000000,0.025000
303,0,0.000000,0.000000,0.000000,0.000000
304,5,-0.025000,0.000000,0.000000,0.025000
305,1,-0.005000,0.000000,0.000000,0.005000
306,2,-0.010000,0.000000,0.000000,0.010000
307,6,-0.030000,0.000000,0.000000,0.030000
308,3,-0.015000,0.000000,0.000000,0.015000
309,6,-0.030000,0.000000,0.000000,0.030000
310,4,-0.020000,0.000000,0.000000,0.020000
311,5,-0.025000,0.000000,0.000000,0.025000
312,2,-0.010000,0.000000,0.000000,0.010000
313,0,0.000000,0.000000,0.000000,0.000000
314,6,-0.030000,0.000000,0.000000,0.030000
315,3,-0.015000,0.000000,0.000000,0.015000
316,3,-0.015000,0.000000,0.000000,0.015000
317,1,-0.005000,0.000000,0.000000,0.005000
318,0,0.000000,0.000000,0.000000,0.000000
319,2,-0.010000,0.000000,0.000000,0.010000
320,4,-0.020000,0.000000,0.000000,0.020000
321,4,-0.020000,0.000000,0.000000,0.020000
322,5,-0.025000,0.000000,0.000000,0.025000
323,1,-0.005000,0.000000,0.000000,0.005000
324,5,-0.025000,0.000000,0.000000,0.025000
325,4,-0.020000,0.000000,0.000000,0.020000
326,1,-0.005000,0.000000,0.000000,0.005000
327,4,-0.020000,0.000000,0.000000,0.020000
328,6,-0.030000,0.000000,0.000000,0.030000
329,1,-0.005000,0.000000,0.000000,0.005000
330,0,0.000000,0.000000,0.000000,0.000000
331,3,-0.015000,0.000000,0.000000,0.015000
332,4,-0.020000,0.000000,0.000000,0.020000
333,1,-0.005000,0.000000,0.000000,0.005000
334,2,-0.010000,0.000000,0.000000,0.010000
335,4,-0.020000,0.000000,0.000000,0.020000
336,3,-0.015000,0.000000,0.000000,0.015000
337,5,-0.025000,0.000000,0.000000,0.025000
338,2,-0.010000,0.000000,0.000000,0.010000
339,4,-0.020000,0.000000,0.000000,0.020000
340,5,-0.025000,0.000000,0.000000,0.025000
341,6,-0.030000,0.000000,0.000000,0.030000
342,3,-0.015000,0.000000,0.000000,0.015000
343,2,-0.010000,0.000000,0.000000,0.010000
344,6,-0.030000,0.000000,0.000000,0.030000
345,5,-0.025000,0.000000,0.000000,0.025000
346,0,0.000000,0.000000,0.000000,0.000000
347,1,-0.005000,0.000000,0.000000,0.005000
348,0,0.000000,0.000000,0.000000,0.000000
349,6,-0.030000,0.000000,0.000000,0.030000
350,6,-0.030000,0.000000,0.000000,0.030000
351,6,-0.030000,0.000000,0.000000,0.030000
352,6,-0.030000,0.000000,0.000000,0.030000
353,2,-0.010000,0.000000,0.000000,0.010000
354,2,-0.010000,0.000000,0.000000,0.010000
355,5,-0.025000,0.000000,0.000000,0.025000
356,6,-0.030000,0.000000,0.000000,0.030000
357,3,-0.015000,0.000000,0.000000,0.015000
358,0,0.000000,0.000000,0.000000,0.000000
359,0,0.000000,0.000000,0.000000,0.000000
360,0,0.000000,0.000000,0.000000,0.000000
361,1,-0.005000,0.000000,0.000000,0.005000
362,1,-0.005000,0.000000,0.000000,0.005000
363,0,0.000000,0.000000,0.000000,0.000000
364,5,-0.025000,0.000000,0.000000,0.025000
365,3,-0.015000,0.000000,0.000000,0.015000
366,0,0.000000,0.000000,0.000000,0.000000
367,5,-0.025000,0.000000,0.000000,0.025000
368,3,-0.015000,0.000000,0.000000,0.015000
369,0,0.000000,0.000000,0.000000,0.000000
370,2,-0.010000,0.000000,0.000000,0.010000
371,4,-0.020000,0.000000,0.000000,0.020000
372,2,-0.010000,0.000000,0.000000,0.010000
373,4,-0.020000,0.000000,0.000000,0.020000
374,3,-0.015000,0.000000,0.000000,0.015000
375,1,-0.005000,0.000000,0.000000,0.005000
376,5,-0.025000,0.000000,0.000000,0.025000
377,4,-0.020000,0.000000,0.000000,0.020000
378,6,-0.030000,0.000000,0.000000,0.030000
379,6,-0.030000,0.000000,0.000000,0.030000
380,0,0.000000,0.000000,0.000000,0.000000
381,5,-0.025000,0.000000,0.000000,0.025000
382,5,-0.025000,0.000000,0.000000,0.025000
383,2,-0.010000,0.000000,0.000000,0.010000
384,2,-0.010000,0.000000,0.000000,0.010000
385,4,-0.020000,0.000000,0.000000,0.020000
386,5,-0.025000,0.000000,0.000000,0.025000
387,2,-0.010000,0.000000,0.000000,0.010000
388,0,0.000000,0.000000,0.000000,0.000000
389,3,-0.015000,0.000000,0.000000,0.015000
390,5,-0.025000,0.000000,0.000000,0.025000
391,2,-0.010000,0.000000,0.000000,0.010000
392,4,-0.020000,0.000000,0.000000,0.020000
393,1,-0.005000,0.000000,0.000000,0.005000
394,1,-0.005000,0.000000,0.000000,0.005000
395,1,-0.005000,0.000000,0.000000,0.005000
396,6,-0.030000,0.000000,0.000000,0.030000
397,4,-0.020000,0.000000,0.000000,0.020000
398,1,-0.005000,0.000000,0.000000,0.005000
399,1,-0.005000,0.000000,0.000000,0.005000
400,0,0.000000,0.000000,0.000000,0.000000
401,6,-0.030000,0.000000,0.000000,0.030000
402,6,-0.030000,0.000000,0.000000,0.030000
403,5,-0.025000,0.000000,0.000000,0.025000
404,2,-0.010000,0.000000,0.000000,0.010000
405,2,-0.010000,0.000000,0.000000,0.010000
406,4,-0.020000,0.000000,0.000000,0.020000
407,1,-0.005000,0.000000,0.000000,0.005000
408,2,-0.010000,0.000000,0.000000,0.010000
409,5,-0.025000,0.000000,0.000000,0.025000
410,5,-0.025000,0.000000,0.000000,0.025000
411,1,-0.005000,0.000000,0.000000,0.005000
412,6,-0.030000,0.000000,0.000000,0.030000
413,2,-0.010000,0.000000,0.000000,0.010000
414,5,-0.025000,0.000000,0.000000,0.025000
415,1,-0.005000,0.000000,0.000000,0.005000
416,1,-0.005000,0.000000,0.000000,0.005000
417,3,-0.015000,0.000000,0.000000,0.015000
418,4,-0.020000,0.000000,0.000000,0.020000
419,5,-0.025000,0.000000,0.000000,0.025000
420,1,-0.005000,0.000000,0.000000,0.005000
421,6,-0.030000,0.000000,0.000000,0.030000
422,5,-0.025000,0.000000,0.000000,0.025000
423,1,-0.005000,0.000000,0.000000,0.005000
424,6,-0.030000,0.000000,0.000000,0.030000
425,4,-0.020000,0.000000,0.000000,0.020000
426,3,-0.015000,0.000000,0.000000,0.015000
427,6,-0.030000,0.000000,0.000000,0.030000
428,1,-0.005000,0.000000,0.000000,0.005000
429,1,-0.005000,0.000000,0.000000,0.005000
430,0,0.000000,0.000000,0.000000,0.000000
431,4,-0.020000,0.000000,0.000000,0.020000
432,4,-0.020000,0.000000,0.000000,0.020000
433,0,0.000000,0.000000,0.000000,0.000000
434,1,-0.005000,0.000000,0.000000,0.005000
435,4,-0.020000,0.000000,0.000000,0.020000
436,6,-0.030000,0.000000,0.000000,0.030000
437,3,-0.015000,0.000000,0.000000,0.015000
438,4,-0.020000,0.000000,0.000000,0.020000
439,5,-0.025000,0.000000,0.000000,0.025000
440,3,-0.015000,0.000000,0.000000,0.015000
441,1,-0.005000,0.000000,0.000000,0.005000
442,4,-0.020000,0.000000,0.000000,0.020000
443,5,-0.025000,0.000000,0.000000,0.025000
444,1,-0.005000,0.000000,0.000000,0.005000
445,5,-0.025000,0.000000,0.000000,0.025000
446,4,-0.020000,0.000000,0.000000,0.020000
447,4,-0.020000,0.000000,0.000000,0.020000
448,5,-0.025000,0.000000,0.000000,0.025000
449,2,-0.010000,0.000000,0.000000,0.010000
450,4,-0.020000,0.000000,0.000000,0.020000
451,4,-0.020000,0.000000,0.000000,0.020000
452,0,0.000000,0.000000,0.000000,0.000000
453,5,-0.025000,0.000000,0.000000,0.025000
454,0,0.000000,0.000000,0.000000,0.000000
455,1,-0.005000,0.000000,0.000000,0.005000
456,4,-0.020000,0.000000,0.000000,0.020000
457,4,-0.020000,0.000000,0.000000,0.020000
458,2,-0.010000,0.000000,0.000000,0.010000
459,1,-0.005000,0.000000,0.000000,0.005000
460,5,-0.025000,0.000000,0.000000,0.025000
461,1,-0.005000,0.000000,0.000000,0.005000
462,1,-0.005000,0.000000,0.000000,0.005000
463,6,-0.030000,0.000000,0.000000,0.030000
464,0,0.000000,0.000000,0.000000,0.000000
465,1,-0.005000,0.000000,0.000000,0.005000
466,3,-0.015000,0.000000,0.000000,0.015000
467,1,-0.005000,0.000000,0.000000,0.005000
468,0,0.000000,0.000000,0.000000,0.000000
469,4,-0.020000,0.000000,0.000000,0.020000
470,5,-0.025000,0.000000,0.000000,0.025000
471,0,0.000000,0.000000,0.000000,0.000000
472,2,-0.010000,0.000000,0.000000,0.010000
473,6,-0.030000,0.000000,0.000000,0.030000
474,4,-0.020000,0.000000,0.000000,0.020000
475,2,-0.010000,0.000000,0.000000,0.010000
476,6,-0.030000,0.000000,0.000000,0.030000
477,1,-0.005000,0.000000,0.000000,0.005000
478,5,-0.025000,0.000000,0.000000,0.025000
479,1,-0.005000,0.000000,0.000000,0.005000
480,2,-0.010000,0.000000,0.000000,0.010000
481,3,-0.015000,0.000000,0.000000,0.015000
482,4,-0.020000,0.000000,0.000000,0.020000
483,4,-0.020000,0.000000,0.000000,0.020000
484,5,-0.025000,0.000000,0.000000,0.025000
485,6,-0.030000,0.000000,0.000000,0.030000
486,0,0.000000,0.000000,0.000000,0.000000
487,3,-0.015000,0.000000,0.000000,0.015000
488,1,-0.005000,0.000000,0.000000,0.005000
489,2,-0.010000,0.000000,0.000000,0.010000
490,5,-0.025000,0.000000,0.000000,0.025000
491,4,-0.020000,0.000000,0.000000,0.020000
492,4,-0.020000,0.000000,0.000000,0.020000
493,6,-0.030000,0.000000,0.000000,0.030000
494,4,-0.020000,0.000000,0.000000,0.020000
495,2,-0.010000,0.000000,0.000000,0.010000
496,1,-0.005000,0.000000,0.000000,0.005000
497,5,-0.025000,0.000000,0.000000,0.025000
498,1,-0.005000,0.000000,0.000000,0.005000
499,1,-0.005000,0.000000,0.000000,0.005000
500,0,0.000000,0.000000,0.000000,0.000000
501,5,-0.025000,0.000000,0.000000,0.025000
502,5,-0.025000,0.000000,0.000000,0.025000
503,2,-0.010000,0.000000,0.000000,0.010000
504,2,-0.010000,0.000000,0.000000,0.010000
505,1,-0.005000,0.000000,0.000000,0.005000
506,5,-0.025000,0.000000,0.000000,0.025000
507,2,-0.010000,0.000000,0.000000,0.010000
508,0,0.000000,0.000000,0.000000,0.000000
509,0,0.000000,0.000000,0.000000,0.000000
510,1,-0.005000,0.000000,0.000000,0.005000
511,5,-0.025000,0.000000,0.000000,0.025000
512,0,0.000000,0.000000,0.000000,0.000000
513,6,-0.030000,0.000000,0.000000,0.030000
514,6,-0.030000,0.000000,0.000000,0.030000
515,5,-0.025000,0.000000,0.000000,0.025000
516,2,-0.010000,0.000000,0.000000,0.010000
517,2,-0.010000,0.000000,0.000000,0.010000
518,6,-0.030000,0.000000,0.000000,0.030000
519,6,-0.030000,0.000000,0.000000,0.030000
520,6,-0.030000,0.000000,0.000000,0.030000
521,4,-0.020000,0.000000,0.000000,0.020000
522,5,-0.025000,0.000000,0.000000,0.025000
523,5,-0.025000,0.000000,0.000000,0.025000
524,5,-0.025000,0.000000,0.000000,0.025000
525,3,-0.015000,0.000000,0.000000,0.015000
526,3,-0.015000,0.000000,0.000000,0.015000
527,1,-0.005000,0.000000,0.000000,0.005000
528,6,-0.030000,0.000000,0.000000,0.030000
529,5,-0.025000,0.000000,0.000000,0.025000
530,2,-0.010000,0.000000,0.000000,0.010000
531,3,-0.015000,0.000000,0.000000,0.015000
532,2,-0.010000,0.000000,0.000000,0.010000
533,3,-0.015000,0.000000,0.000000,0.015000
534,0,0.000000,0.000000,0.000000,0.000000
535,5,-0.025000,0.000000,0.000000,0.025000
536,6,-0.030000,0.000000,0.000000,0.030000
537,2,-0.010000,0.000000,0.000000,0.010000
538,0,0.000000,0.000000,0.000000,0.000000
539,0,0.000000,0.000000,0.000000,0.000000
540,2,-0.010000,0.000000,0.000000,0.010000
541,1,-0.005000,0.000000,0.000000,0.005000
542,2,-0.010000,0.000000,0.000000,0.010000
543,1,-0.005000,0.000000,0.000000,0.005000
544,2,-0.010000,0.000000,0.000000,0.010000
545,0,0.000000,0.000000,0.000000,0.000000
546,1,-0.005000,0.000000,0.000000,0.005000
547,1,-0.005000,0.000000,0.000000,0.005000
548,5,-0.025000,0.000000,0.000000,0.025000
549,6,-0.030000,0.000000,0.000000,0.030000
550,2,-0.010000,0.000000,0.000000,0.010000
551,2,-0.010000,0.000000,0.000000,0.010000
552,0,0.000000,0.000000,0.000000,0.000000
553,3,-0.015000,0.000000,0.000000,0.015000
554,5,-0.025000,0.000000,0.000000,0.025000
555,3,-0.015000,0.000000,0.000000,0.015000
556,6,-0.030000,0.000000,0.000000,0.030000
557,2,-0.010000,0.000000,0.000000,0.010000
558,4,-0.020000,0.000000,0.000000,0.020000
559,1,-0.005000,0.000000,0.000000,0.005000
